ID,日本語名,英語名,タイプ,国,4軸,次数,接続先（上位5）,定義（100字）,追加接続先（手動入力）
SCS-0108,CSCSの二本柱,Two Pillars of CSCS,theory,CN,"データフロー, インセンティブ設計",4,企業社会信用システム; CSCSの行動変容ポテンシャル; 社会信用体系建設計画綱要（2014-2020）; コンプライアンスプログラムとしてのCSCS,CSCSの基盤となる2つの要素：(1) 規制遵守記録の全国的収集（CSCSファイル）、(2) そのデータに基づく罰則・市場アクセス制限と遵守企業へのインセンティブ。,
SCS-0115,自発的信用情報登録,Voluntary Credit Information Registration,mechanism,CN,"データフロー, 官民関係",4,SCS-0198; 市場信用情報; 市場信用; 全国信用情報共有プラットフォーム,企業が自ら市場信用情報を提出して社会信用評価を向上させる仕組み。2019年指導意見で奨励。,
SCS-0116,ブラックリストMOU,Blacklist Memorandum of Understanding (MOU),policy,CN,"ガバナンス, インセンティブ設計",4,レッドリスト; 省庁間連合会議; レッドリスト（優良企業リスト）; ブラックリスト,新しいブラックリスト・レッドリストを設立する文書。リストの目的・対象、登載者が受ける罰則・報奨を規定。国家発改委と省庁間連合会議が調整。,
SCS-0136,社会信用体系建設部際連席会議,Joint Inter-ministerial Council on SCS Construction,actor,CN,ガバナンス,4,社会信用システム; SCS-0267; 部際連席会議; 社会信用法草案（2020年）,2007年に国務院弁公庁の通達により設立された社会信用体系建設を担当する省庁間調整機関。SCS構築に関する省庁横断的な政策調整を行う。,
SCS-0140,市県一体化公共信用情報共有サービスプラットフォーム,City-County Integrated Public Credit Information Sharing Platform,data_system,CN,データフロー,4,公共信用; 信用情報共有プラットフォーム; 公共信用情報; 全国信用情報共有プラットフォーム,市レベルと県レベルの政府間で公共信用情報を共有するための統合プラットフォーム。宣城市など地方政府が調達プロジェクトとして構築。,
SCS-0171,税務信用建設,Tax Credit Construction,policy,CN,"データフロー, ガバナンス",4,納税信用等級評定制度; 商務誠信建設; ブラックリスト; ブラックリスト制度,税務分野の信用構築。納税情報の格付け評価・公示制度、信用カテゴリー管理、税務違法ブラックリスト制度の確立。,
SCS-0172,環境信用建設,Environmental Credit Construction,policy,CN,"データフロー, インセンティブ設計, ガバナンス",4,企業環境信用評価; 信用基礎インフラ建設; 商務誠信建設; 環境信用金融リンク,環境保護分野の信用構築。企業の環境行動信用評価制度、定期的評価結果公示、信用ランクに基づく報酬・警告・罰則の実施。銀行・証券・保険等との情報共有。,
SCS-0175,信用サービス市場,Credit Service Market,actor,CN,"データフロー, 官民関係",4,信用情報インフラ; 民営中小企業増信制度; 市場信用; 全国信用情報共有プラットフォーム,信用調査・信用格付け・信用管理コンサルティング等を提供する民間信用サービス産業。政府は育成・監督し、市場メカニズムを通じた信用情報活用を促進。,
SCS-0176,誠信文化,Sincerity Culture (Chengxin Wenhua),theory,CN,ガバナンス,4,社会誠信; 商務誠信; 誠信; 政務誠信,SCSの理念的基盤。伝統的美徳としての誠信を継承・発揚し、社会全体の誠信意識と信用水準を向上させることを目指す。宣伝教育・模範表彰・批判曝露を通じて醸成。,
SCS-0189,社会信用法草案（2020年）,Draft Social Credit Law (2020),policy,CN,ガバナンス,4,SCS法制化進展; 地域実装格差; 中国SCS2022年中央集権化; 社会信用体系建設部際連席会議,2020年12月に内部協議向けに公開されたSCS法草案。既存の上海市等の地方条例を参考に、全国統一の法的枠組みを整備する試み。,
SCS-0191,芝麻信用個人スコア,Sesame Credit Individual Score,data_system,CN,"データフロー, 官民関係",4,SCS-0342; 芝麻信用5要素; 芝麻信用スコアとFICOスコアの比較; 芝麻信用5分野レーダーチャート,Alibaba傘下Ant Financialが提供する個人向け任意信用スコア。支払履歴、債務状況、契約履行能力、個人属性を評価要素とする。高スコアでAnt Financialローン優遇等を享受。,
SCS-0243,2300万人の移動禁止,23 Million Travel Bans,phenomenon,CN,インセンティブ設計,4,公共信用; 国家公共信用情報センター; 公共信用情報; 全国信用情報共有プラットフォーム,2019年時点で2300万人が低スコアにより飛行機・電車の利用を禁止。国家公共信用情報センターが管理。,
SCS-0261,信用修復メカニズム,Credit Repair Mechanisms,mechanism,CN,インセンティブ設計,4,信用修復; ブラックリスト; 2019年AI指針; 国家発展改革委員会,国家発展改革委員会が2019年に発表した信用修復ガイドライン。ブラックリストからの救済措置を明確化。,
SCS-0383,SCS法制化進展,SCS Legalization Progress,phenomenon,CN,ガバナンス,4,規制メカニズムとしてのSCS; SCS地方パイロット法制; 社会信用立法; 社会信用法草案（2020年）,2022年4月時点で50の法律と59の行政法規が信用特別規定を設け、19の地方が省レベルの社会信用関連地方法規を発布。,
SCS-0393,FICOスコアの世界的影響,FICO Score Influence on Global Credit Scoring,mechanism,JP,データフロー,4,芝麻信用スコアとFICOスコアの比較; FICOスコアとの比較; 量化の3つの波; FICOスコア（米国信用スコア）,米フェア・アイザック社が開発した信用スコアの先駆け。クレジットカード・ローン契約の信用力指標として始まり、欧米では電気・ガス・賃貸契約にも利用が拡大。,
SCS-0418,省レベルCSCS実施のばらつき,Provincial CSCS Implementation Variation,phenomenon,CN,ガバナンス,4,省級社会信用条例; 国家レベル業種別政策; コンプライアンスプログラムとしてのCSCS; 地方レベル社会信用政策,社会信用評価の実施スケジュールが地方政府の裁量に委ねられている現象。2021年12月時点で27省中7省のみが企業公的信用評価の採点基準を公表。各省は社会的責任の定義や配点を独自に決定。,
SCS-0419,SCHUFA信用情報機関,SCHUFA Credit Bureau,actor,EU,"データフロー, 官民関係",4,消費者信用力自己証明; ドイツ賃貸信用情報; 全国信用情報共有プラットフォーム; SCHUFAの4事業領域,"ドイツ最大の信用情報機関。2023年売上高2億8,380万ユーロ（前年比4.2%増）。信用力評価、本人確認、詐欺防止、コンプライアンスの4事業領域で活動。子会社にbonify、ClariLab、fin",
SCS-0447,商務誠信建設,Commercial Credit Construction,mechanism,CN,"データフロー, インセンティブ設計",4,税務信用建設; 環境信用建設; 中小零細企業信用体系建設プロジェクト; 市場信用,企業間取引における信用構築。生産、流通、金融、税務、工事建設、電子商取引など各領域での信用管理制度の確立を含む。,
SCS-0481,公的信用情報vs市場信用情報,Public Credit Information vs Market Credit Information,mechanism,CN,データフロー,4,市場信用vs公共信用; 市場信用情報; 市場信用; 全国信用情報共有プラットフォーム,CSCSで収集される2種類の情報。公的信用情報は規制機関・政府・司法から収集（罰金、判決、許可証等）。市場信用情報は消費者・業界団体・格付機関・企業自身から生成（財務・経営・契約実績）。,
SCS-0516,信用情報公開制度,Credit Information Public Disclosure,mechanism,CN,"データフロー, ガバナンス",4,公務員信用档案; SCS-0198; 連合奨励; 全国信用情報共有プラットフォーム,税関による企業信用情報の公開規定。登録情報、信用等級判定結果、行政許可、行政処罰、連合奨励・懲戒、異常信用情報企業名簿を公開。行政処罰情報の公開期間は5年。国家機密・商業秘密・個人プライバシーは保護。,
SCS-0518,トップレベルデザイン（頂層設計）,Top-Level Design (Dingceng Sheji),theory,CN,"官民関係, ガバナンス",4,社会信用システム; 国家監視インフラ; 改革全面深化指導小組; 総合統治,習近平政権下で推進される集権的・上意下達型の政策設計アプローチ。地方の裁量・実験を抑制し、中央主導の政策策定・監視を強化。改革の「全面深化」指導小組を各級政府に設置。分権化・準連邦制からの転換を象徴。,
